username, created_at, lng, lat, text
smbjettyfiremen, Wed Apr 22 06:30:56 +0000 2020, -116.952353, 32.799253, @Matthew_4_Trump @DrLee4America Trump should suspend the presidential election. Watch China virus deaths plummet ...
destroyideas, Wed Apr 22 06:31:29 +0000 2020, -116.516513, 33.954588, To the people who say Trump is an economy president: he’s not. The markets collapsed when they realized there wasn’… https://t.co/4NehNxdY4e
bobjize, Wed Apr 22 06:31:34 +0000 2020, 39.282390, -6.878811, @BenBell45725386 @Busyrathy Good morning kale ka chibonge kweli kanaumwa maana kasingee kaa kimya na choko choko za ka trump
seoo66, Wed Apr 22 06:31:48 +0000 2020, 48.086077, 28.841996, @SergioNovelli Hagan el favor y le envían al sr trump una traducción de este video , ahh y foto tipo carnet , eso… https://t.co/kiScFV9u1F
Aloisiusblog, Wed Apr 22 06:32:08 +0000 2020, 6.250031, 49.768031, @angeljimenez La solucion para todo de Trump. Crisis económica? Parar la inmigración. Terrorismo? Parar la inmigrac… https://t.co/cG4ywSgt4j
CaseyKeri, Wed Apr 22 06:32:28 +0000 2020, -118.918886, 34.188478, @MBC914 @wickedlilmis @Toure @TaritaC I’m not sure yet  maybe trump. He’s not my favorite person. Don’t like the rh… https://t.co/so7xX9Um2f
SonnyGaultney, Wed Apr 22 06:32:44 +0000 2020, -83.173867, 32.678207, 👌
WalsHotSpurs, Wed Apr 22 06:32:54 +0000 2020, -6.247622, 53.354902, A Judge shouldn't waste any juries times and pronounce, Guilty as per indictment......
The_FishmanAU, Wed Apr 22 06:33:20 +0000 2020, 145.053135, -37.972566, Youtube is deliberately misinforming people as they need to keep the China is innocent &amp; Trump caused it narrative… https://t.co/7YBZFqxGpo
JeriKMiller1, Wed Apr 22 06:33:37 +0000 2020, -89.569491, 44.900818, Yes, Americans please do what is best for your kids. Vote for Democrats, Repubs have proven over n over, they don't… https://t.co/h8I6XP1vIB
loripass, Wed Apr 22 06:33:46 +0000 2020, -84.202565, 39.430269, @realDonaldTrump @nytimes DONALD TRUMP IS A FAKE &amp; A PHONY!
MiguelGarciaDo6, Wed Apr 22 06:34:07 +0000 2020, 2.769968, 39.391698, Bien
THEAdrianPearce, Wed Apr 22 06:34:17 +0000 2020, -95.446486, 29.838495, I don’t even know what to say anymore...I’m so sick of him
juliagarnich, Wed Apr 22 06:34:33 +0000 2020, -80.927138, 29.035797, She's a brilliant doctor and Army Colonel. She follows her chain of command, no matter what. That's what our milita… https://t.co/QPLvStWsJR
kyleTmcintyre53, Wed Apr 22 06:34:35 +0000 2020, -75.306770, 39.937821, As a white progressive male I feel like this needs to be said to my fellow white "progressive" males out there &amp; th… https://t.co/cETJytzHTO
hle1352, Wed Apr 22 06:35:06 +0000 2020, -117.968540, 33.769045, @RMuranushi @NguyenM86466567 @bbcvietnamese 1/2 Truyền thông "chống" Trump theo các nhà nghiên cứu phân tích họ gọi… https://t.co/SHVAOq3V6D
VanceKosloff, Wed Apr 22 06:35:54 +0000 2020, -80.846785, 35.209059, @SpeakerPelosi Trump has fixed 8 years of O'bama failure and all you have done is impeachment https://t.co/bMllUl3XhC
JaneAnneJ, Wed Apr 22 06:36:16 +0000 2020, -118.411907, 34.020789, Par for the course. I hope those who got him elected got what they wanted so SOMEBODY is happy. Trump is a world cl… https://t.co/sWVEJzt9nO
DavefromFlint, Wed Apr 22 06:36:42 +0000 2020, -83.725610, 42.994459, @DrascillasD @realCDHilton @JFNYC1 @POTUS Thank you President Trump for crafting this bill for the American people
din_kenpachi, Wed Apr 22 06:36:55 +0000 2020, 101.646166, 3.401319, Orochimelania trump-san
saumen70, Wed Apr 22 06:36:55 +0000 2020, 88.502579, 22.563368, @WhiteHouse @realDonaldTrump President Trump's acknowledgement over every state, locality and frontline workers of… https://t.co/h8c1hLJmLD
HarjRai, Wed Apr 22 06:36:56 +0000 2020, -1.130670, 52.626264, "What do you have to lose? Take it," he said earlier this month, adding that - while he has no medical or scientifi… https://t.co/eR3Ydh1rvg
sinantomris, Wed Apr 22 06:37:09 +0000 2020, 29.105426, 37.868072, ZİYAAAA🤣😂🤦🏻‍♂️
JaneAnneJ, Wed Apr 22 06:37:54 +0000 2020, -118.411907, 34.020789, Inaccurate idiot with a GOP surrounding him, coddling him. They are disgusting.
HoodBinJin1, Wed Apr 22 06:37:55 +0000 2020, -74.724323, 40.073041, @washingtonpost Hannity of Fox is a nut case red neck in bed with Trump!
ArmelleNyobe, Wed Apr 22 06:38:13 +0000 2020, 40.498584, 9.149588, Le niveau de diversion de ce monsieur est juste hallucinant...
ericcbarnes, Wed Apr 22 06:38:21 +0000 2020, -114.087851, 51.027664, This is an industry that is morally opposed to a bail out.  This will get interesting.
MassDuke, Wed Apr 22 06:38:36 +0000 2020, -72.647523, 42.223668, @Shorterthan15x @nainani_vikas @SkyNews @GregMilamSky In Missouri Trump is doing a great job. Look at a 2012 electi… https://t.co/ZAQvvvIkIV
acastellich, Wed Apr 22 06:38:43 +0000 2020, -87.732013, 41.833585, Solo fueron una vez...$1,200 + $500 por cada menor de edad.
Mr99Music, Wed Apr 22 06:38:51 +0000 2020, -87.732013, 41.833585, My Trump check just hit my bank 🔥
FlowersJenJen, Wed Apr 22 06:39:12 +0000 2020, -82.669467, 40.365160, Our military has no ill wills towards their sisters and brothers they defend. I believe they wish the best for us a… https://t.co/xboIuZNTlZ
Claudia42265204, Wed Apr 22 06:39:12 +0000 2020, 12.854388, 41.570430, Ciao Daniele..buona giornata...mi raccomando ...da buon liberale...spiegaci semprecon chiarezza quel che succede...… https://t.co/rBK7W4R5vu
Tony3di, Wed Apr 22 06:39:23 +0000 2020, -77.014398, 38.898603, @JoyAnnReid Everything is made in China, all countries use China for labor. All countries are bidding for the same… https://t.co/uzOHWoPH82
BAllenPOTUS2020, Wed Apr 22 06:39:26 +0000 2020, -117.050873, 34.040645, @NavyVetResister Barr can endeavor to Invoke whatever...God willing Trump won't be around much 2021. Nor will Bal… https://t.co/GbaVWiK4S5
JosephFattarus1, Wed Apr 22 06:39:55 +0000 2020, -81.823177, 26.622149, Some collusion Lara? Hillary Clinton is the Russian Collusion Queen! Quite an understatement. Not some but all.
EdinRM, Wed Apr 22 06:40:10 +0000 2020, -116.465279, 33.809393, Dr. Birx has gone over to the dark side.There have been so many seemingly intelligent Americans that disappear int… https://t.co/rR6vekr9zN
periocase, Wed Apr 22 06:40:44 +0000 2020, -95.466035, 29.707684, @SylvesterTurner Mayor I now respect you. You don’t settle with politics. You care. Make facemasks mandatory. Gover… https://t.co/ThmaOZzoAs
Ernie1138, Wed Apr 22 06:40:50 +0000 2020, -121.877735, 37.662948, I’m not needy by any means but cmon trump!! The deceased before ya boy??   🧐🧐🧐🧐 https://t.co/ZUv3KRJ95B
JohnSmi52254651, Wed Apr 22 06:41:27 +0000 2020, -73.982542, 40.758440, @AGEricSchmitt @TuckerCarlson Oh Mr. Schmitt you are full of shitYou are doing this because The REPUBLICAN'TS wa… https://t.co/XITSdzISvt
milanoIX, Wed Apr 22 06:41:58 +0000 2020, 152.993197, -27.382143, @Lucas35017515 @ianw84 @Hani_Iskander @pepiermargot @ScottMorrisonMP @realDonaldTrump There's plenty of blame to go… https://t.co/8prp89Sjgq
_torythegreat, Wed Apr 22 06:42:07 +0000 2020, -88.838595, 35.644325, @that_ruler I said I don’t care what Trump say, you better stay yo broke ass in the house 😂
MichaelMjc40, Wed Apr 22 06:42:07 +0000 2020, 43.685305, 33.224875, Trump plans to bail out oil companies yet more socialism for corporate America
RobHudsonPhoto, Wed Apr 22 06:42:10 +0000 2020, -3.179800, 51.497001, The UK has half the testing of the failed state that is Trump’s USA. For shame.
Nmenon777, Wed Apr 22 06:42:10 +0000 2020, 76.921313, 8.529236, @realDonaldTrump @DonaldJTrumpJr @EricTrump PAY YOUR GODDAMN BILLS!!TWO BIT CROOKS.😡😡😡😡
OZSymington, Wed Apr 22 06:42:13 +0000 2020, -81.870504, 26.551447, We need hundreds of millions of test kits, unless we isolate properly. But even then 27 million test kits are not e… https://t.co/rBDQcao6xr
imgmanral, Wed Apr 22 06:42:34 +0000 2020, 73.246024, 19.160134, @SGBJP @narendramodi Trump ko November ki chinta hai vote milenge ya nahi..
cek422, Wed Apr 22 06:42:35 +0000 2020, -77.604684, 41.117936, @CyndiLeea You did the right thing, I will not shop in a place that show they support Trump either.
tnmukundan, Wed Apr 22 06:42:51 +0000 2020, 77.558448, 12.923115, Surprised that you are surprised.  Explain the logic why you’re surprised
MelsLoveLand, Wed Apr 22 06:43:22 +0000 2020, -118.411907, 34.020789, Trump administration hires aren’t ‘the best people’ they tip toward self dealing, insufferable meanness, and willin… https://t.co/tKGMP823mz
RahmiBircan, Wed Apr 22 06:43:23 +0000 2020, 27.676775, 36.731610, Farlar Xenon anlaşılan😎
JanyaCochran, Wed Apr 22 06:43:40 +0000 2020, -112.379447, 33.646654, @UniverseatLarge @John_F_Kennnedy @9975Ts I think they did this on purpose to try &amp; hurt Trump's reelection. They j… https://t.co/XTQHw2Ix25
asgerrojle, Wed Apr 22 06:43:45 +0000 2020, 139.744876, 35.717702, Paal: Coronavirus crisis caught Donald Trump and Xi Jinping unprepared, and US-China relations are going from bad t… https://t.co/JaSOkAwNee
ethicalmartini, Wed Apr 22 06:44:05 +0000 2020, 145.053135, -37.972566, @ScottMorrisonMP @WHO Trump is a dangerous idiot who will get our American mates killed, you blathering bag of smug… https://t.co/28hZ3krGde
cubswin66, Wed Apr 22 06:44:39 +0000 2020, -117.035027, 32.985291, Oh, maybe not the miracle cure?🤭
stahmosh, Wed Apr 22 06:44:39 +0000 2020, -80.149173, 26.150368, @HuffPostPol A waste. Lincoln project is anti trump but pro gop. Which gets us nothing unless we get rid of the gop senate. Fvck them
boycatforever, Wed Apr 22 06:44:39 +0000 2020, -122.330602, 47.614817, Nope
kendrickisback, Wed Apr 22 06:44:44 +0000 2020, -122.435979, 37.770657, Trump congratulated FIFA today and not FIMA! Now let that sink in!
Stuart_Muffin, Wed Apr 22 06:44:46 +0000 2020, -2.339993, 50.797608, But the trouble is figures turn into fact which go on to create the truth and when given to a monkey mean absolutel… https://t.co/mmxceOHDbW
robwmedia, Wed Apr 22 06:45:06 +0000 2020, -1.130670, 52.626264, “The presumption of an entitlement to drive must not continue to trump the right to walk and cycle safely.” Let’s c… https://t.co/N537NYtaEh
KatiaGa23691178, Wed Apr 22 06:45:17 +0000 2020, -43.524366, -22.696528, @FlvioAl71633441 @taoquei1 BOLSONARO E TRUMP,  APRESENTARAM A CLOROQUINA, E O PT EMBARGOU A DISTRIBUIÇAO DO REMÉDIO… https://t.co/6skr6m7sh5
Pixiedust7500, Wed Apr 22 06:45:22 +0000 2020, -80.334528, 25.747635, 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️
Bhaggy1008, Wed Apr 22 06:45:27 +0000 2020, 88.375979, 23.417742, Trump got "lucky" 32 times! Maybe isn't lucky - maybe he knows something you don't.
AnnLouie2, Wed Apr 22 06:45:28 +0000 2020, -159.339938, 22.083242, NO
Steve018770, Wed Apr 22 06:45:32 +0000 2020, -116.952353, 32.799253, @maggieNYT OK Barr you want to defend Civil Rights? Trump and his Zombie Demonstrators are violating OUR Civil Righ… https://t.co/7u905POgfK
milanoIX, Wed Apr 22 06:45:40 +0000 2020, 152.993197, -27.382143, @ReginaFloridian @ScottMorrisonMP @ClimateCritic18 @realDonaldTrump Imagine being so screwed up and disconnected fr… https://t.co/ysIMAecUfF
Derrick_Healii, Wed Apr 22 06:45:42 +0000 2020, -122.228685, 37.791994, thicc boy tings
GlenBikes, Wed Apr 22 06:46:08 +0000 2020, -122.330602, 47.614817, @joncoopertweets He never said that. Trump would never say please or thank you.
drewalmighty, Wed Apr 22 06:46:10 +0000 2020, -0.018734, 51.599255, I mean, Contagion had a whole subplot about this sort of thing ...
jecedenolopez, Wed Apr 22 06:46:31 +0000 2020, -80.091193, -2.512995, 🔴Informativo:🔹Presidente Trump 🇺🇸 emite una Orden Ejecutiva que suspende la inmigración temporalmente con el objet… https://t.co/bWcspqtg9M
JuanCarlosHomez, Wed Apr 22 06:46:48 +0000 2020, -75.560285, 5.056934, Que peinada le pegaron a Trump...
supergflexx, Wed Apr 22 06:46:52 +0000 2020, -80.926628, 33.631140, @HBillingston @TomFitton @realDonaldTrump yeah but unfortunately' aunt nothing gonna happen to Trump!
JanyaCochran, Wed Apr 22 06:47:01 +0000 2020, -112.379447, 33.646654, Trump is going to make them repay the money!
euggie, Wed Apr 22 06:47:02 +0000 2020, -83.173867, 32.678207, These are attacks on our civilian targets just like 9/11. Just like Osama bin Laden and Al-Qaeda, all those respons… https://t.co/12GnUhkS1k
icowrich, Wed Apr 22 06:47:03 +0000 2020, -96.426806, 32.920541, @SenhorRaposa Sinema has good reason campaign the way she did. And, despite what people think, her Trump score is f… https://t.co/hPPRRm7Hh0
VanceKosloff, Wed Apr 22 06:47:26 +0000 2020, -80.846785, 35.209059, https://t.co/NbaglsQqTB Get'er done Trump make America safe again
GabeKornell, Wed Apr 22 06:47:48 +0000 2020, -82.672903, 27.795720, @Kimmora02398332 @RobAnderson2018 @LindseyGrahamSC Republicans fight for MULTI-BILLION dollar corporations, not peo… https://t.co/s7xfWonbib
michaelfisher29, Wed Apr 22 06:47:48 +0000 2020, -118.411907, 34.020789, @RandPaul @realannapaulina Are you nuts. That's the sure fire way Democrates could steal votes. Personally I think… https://t.co/U1WgypXoly
ellauck, Wed Apr 22 20:08:59 +0000 2020, -117.022695, 38.502147, Trump aides explore ways to get a 'frustrated' president out of Washington https://t.co/aWXpVVZgQ2 via @nbcnews
Michell92819175, Wed Apr 22 20:09:00 +0000 2020, -83.173867, 32.678207, @CobbNewsNow Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
pdiener70, Wed Apr 22 20:09:03 +0000 2020, -111.737566, 33.405755, #putzoftheUnitedStates @POTUS @realDonaldTrump @FLOTUS Happy they decided not to show the orange colostomybag with… https://t.co/WdX79L5bcU
PatriciaGoyett9, Wed Apr 22 20:09:06 +0000 2020, -75.770041, 42.746617, @Rayp1971 @CNNPolitics Trump would suck too but it might mess up his hair.
babatweet, Wed Apr 22 20:09:07 +0000 2020, -79.420865, 38.003376, You are a nut!
Michell92819175, Wed Apr 22 20:09:10 +0000 2020, -83.173867, 32.678207, @GeigerNews Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
MaryEli51240172, Wed Apr 22 20:09:10 +0000 2020, -86.244729, 32.364145, No
melayne_mills, Wed Apr 22 20:09:13 +0000 2020, -111.931711, 34.168253, No, of course not. Michael Cohen already told us that, and I believe it. What happens if he won’t leave? Do we get… https://t.co/hxKhzjjJBB
jackerella, Wed Apr 22 20:09:14 +0000 2020, -121.469664, 38.561722, @yashar @maggieNYT Fucking Trump https://t.co/CBZZjuWEtx
metrofla, Wed Apr 22 20:09:15 +0000 2020, -83.804475, 27.698682, WTF????
Michell92819175, Wed Apr 22 20:09:17 +0000 2020, -83.173867, 32.678207, @CrispinBurke @IHME_UW Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
LibertyAndFree4, Wed Apr 22 20:09:18 +0000 2020, -80.132962, 25.816966, @coombs1109 @JoyAnnReid I don't trust the totalitarian Trump administration in this process. In 2012, Donald Trump… https://t.co/3VhR49Y6CR
fabsayyed, Wed Apr 22 20:09:21 +0000 2020, -0.592599, 51.514695, @raymonddelauney @georgegalloway @johnlennon I don't understand how any self respecting leftist would pose next to… https://t.co/DnsJVpKxH1
jfboers, Wed Apr 22 20:09:24 +0000 2020, -84.066106, 34.048970, #TrumpIsALoser #TrumpIsALier
Michell92819175, Wed Apr 22 20:09:25 +0000 2020, -83.173867, 32.678207, @BreitbartNews Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
downsdispatch, Wed Apr 22 20:09:25 +0000 2020, -99.211511, 19.429935, It just occurred to me, if Trump voters die from Covid, they can’t vote for Trump.
JeffHarperArt, Wed Apr 22 20:09:26 +0000 2020, -121.469664, 38.561722, @SteeOne @blkwomen4bernie @everclay1 @EclecticRadical @LovesTheBern @BerningAtheist @JayinGA @Cofadad @WangCecillia… https://t.co/RlkBNcOYZn
Judith31581505, Wed Apr 22 20:09:26 +0000 2020, -88.025057, 44.471423, Thank Trump he gives a shit about testing Americans. We  need a presidentthat cares
LeahMcElroy, Wed Apr 22 20:09:28 +0000 2020, -96.426806, 32.920541, @brookentodd @ericgarland One more... Brace yourself for Trump to win again, cause he will. We all felt worse than… https://t.co/JNuZnyVV6s
Michell92819175, Wed Apr 22 20:09:32 +0000 2020, -83.173867, 32.678207, @Carnage4Life Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
mrorangevale, Wed Apr 22 20:09:33 +0000 2020, -121.281374, 38.875304, @PressSec @realDonaldTrump @POTUS You're an idiot, just like Donald Trump !!! https://t.co/NuA7M18Szv
813Lou, Wed Apr 22 20:09:43 +0000 2020, -93.105649, 44.941516, @seanhannity Trump could shit gold and these scumbags would investigate him, for purposely trying to influence the… https://t.co/yexXYAASNz
Michell92819175, Wed Apr 22 20:09:46 +0000 2020, -83.173867, 32.678207, @StarWarsExplain Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Michell92819175, Wed Apr 22 20:09:52 +0000 2020, -83.173867, 32.678207, @WGNMorningNews Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Michell92819175, Wed Apr 22 20:09:58 +0000 2020, -83.173867, 32.678207, @BrittMullerNews Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Michell92819175, Wed Apr 22 20:10:04 +0000 2020, -83.173867, 32.678207, @DaveVescio Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Michell92819175, Wed Apr 22 20:10:09 +0000 2020, -83.173867, 32.678207, @chrisreneehair Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Michell92819175, Wed Apr 22 20:10:15 +0000 2020, -83.173867, 32.678207, @tanye95 Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Mistress_Jan, Wed Apr 22 20:10:18 +0000 2020, -120.583402, 44.145437, Tea Pain has it right...this is murder...genocide...
Michell92819175, Wed Apr 22 20:10:21 +0000 2020, -83.173867, 32.678207, @HardFactorNews Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
DanHippydan, Wed Apr 22 20:10:26 +0000 2020, -73.948775, 40.655138, @realDonaldTrump Your a snake oil salesman selling snake oil...Trump supporters are dying because he’s a fraud...
IndivisibleFlag, Wed Apr 22 20:10:25 +0000 2020, -81.067610, 29.345904, So embarrassed There’s gonna be a freedom rally in Flagler Beach this Saturday so sad. @JoeMullins20 is leading it.… https://t.co/Zyx6uPKDb1
str8jenn4, Wed Apr 22 20:10:26 +0000 2020, -82.037158, 28.878190, @NewlinLaw @official_flo Calling FLO RIDA one of our greatest musicians,  is like calling Trump a good President..
Michell92819175, Wed Apr 22 20:10:27 +0000 2020, -83.173867, 32.678207, @aravosis Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
leddeb420, Wed Apr 22 20:10:31 +0000 2020, -121.405451, 38.489742, @IvankaTrump Trump voter's are too dumb for that. You know that to be true.
Michell92819175, Wed Apr 22 20:10:33 +0000 2020, -83.173867, 32.678207, @SkyNews Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Hkto_Khan, Wed Apr 22 20:10:39 +0000 2020, -4.624640, 41.649783, Locurote!
JACKROST8, Wed Apr 22 20:10:40 +0000 2020, -87.732013, 41.833585, This is NUTS!!
Michell92819175, Wed Apr 22 20:10:41 +0000 2020, -83.173867, 32.678207, @NYDailyNews Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
GEKampel, Wed Apr 22 20:10:49 +0000 2020, -80.163042, 26.442273, @RepJerryNadler It’s a national emergency for tRump to steal money directed lawfully. That’s OKAY. But try and save… https://t.co/frkDDx1WZO
Lt_AIR, Wed Apr 22 20:10:50 +0000 2020, -120.583402, 44.145437, @OutlierShME @belightbella @bopinion Some days this last while I have woken up and I see the sun is still shining b… https://t.co/Xt6fbCrd5A
Michell92819175, Wed Apr 22 20:10:52 +0000 2020, -83.173867, 32.678207, @DChandleyFOX5 Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Bobthemediaguy, Wed Apr 22 20:10:58 +0000 2020, -97.152676, 49.853805, @KevinDieterle1 @funder But it IS supporting Trump.Simple math: Voting for Biden, at the very least, negates 1 Tr… https://t.co/u4Baq0VZ6Y
Michell92819175, Wed Apr 22 20:10:58 +0000 2020, -83.173867, 32.678207, @ABC Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
Michell92819175, Wed Apr 22 20:11:06 +0000 2020, -83.173867, 32.678207, @RobertMackey Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
rbestwebs, Wed Apr 22 20:11:13 +0000 2020, -80.122619, 26.721896, BREAKING:TRUMP ADMINISTRATION APPROVEDMASSIVE US INVRSTMENT IN CHINA
Michell92819175, Wed Apr 22 20:11:13 +0000 2020, -83.173867, 32.678207, @meinjueiro_jose @Patriots Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
VladDavidzon, Wed Apr 22 20:11:15 +0000 2020, 2.347003, 48.858834, @sophiepinkhmmm He learned the open with impossible demands method of negotiating from his father. He sets frame th… https://t.co/PLRxNl1wgL
w59_tammy, Wed Apr 22 20:11:16 +0000 2020, -83.804475, 27.698682, @Chicago1Ray @Hoosiers1986 @Twitter @realDonaldTrump No, I think it will be Trump Jr. Not Pence. He doesn’t have the testicles.
Michell92819175, Wed Apr 22 20:11:19 +0000 2020, -83.173867, 32.678207, @MarcuswevansSr Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
brucehallsports, Wed Apr 22 20:11:20 +0000 2020, -77.616979, 37.688264, Morons.
Rockygator, Wed Apr 22 20:11:20 +0000 2020, -117.782360, 33.689732, 4/20/29 CDC said Trump recommenfstion of the Drug hydroxidclorquine  is deadly taken with metformin several people… https://t.co/vEy9oDDvI4
janefiore, Wed Apr 22 20:11:20 +0000 2020, -87.875045, 42.240164, Need a laugh? This is one of the best yet! #EarthDay
thomas9023, Wed Apr 22 20:11:30 +0000 2020, -100.076888, 31.168893, @RealJamesWoods Trying to steal.... I still have faith in the American people and Trump.  He will see through their attempts
charmcity1973, Wed Apr 22 20:11:32 +0000 2020, -76.620482, 39.284713, Oh my God, people, stop saying tRump has taken a secret vaccine for a highly contagious virus that was discovered a… https://t.co/nfWNNmSfVy
lightninmcsteen, Wed Apr 22 20:11:37 +0000 2020, -122.330602, 47.614817, I would be 0% surprised to find out that Trump has large investments in hydroxychloroquine and that is the reason h… https://t.co/15PH2GZd6U
melayne_mills, Wed Apr 22 20:11:38 +0000 2020, -111.931711, 34.168253, Pleeeeeze- get him to go play golf, maybe Scotland would be good !!
Michell92819175, Wed Apr 22 20:11:38 +0000 2020, -83.173867, 32.678207, @abcWNN Trump just handed GA citizens a DEATH SENTENCE WITH NO APPEAL.  #notmypresident. #americawillneverbegreat
